week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions
2022-01-30,57.8,68.7,23.1,38.2,45.1,0.0,0.3,0.1,0.1,0.1
2022-02-06,60.0,76.0,22.6,39.8,51.1,0.0,0.3,0.1,0.1,0.1
2022-02-13,56.3,72.7,25.3,34.6,45.6,0.0,0.3,0.1,0.1,0.1
2022-02-20,54.2,75.9,20.2,36.8,47.3,0.0,0.3,0.1,0.1,0.1
2022-02-27,53.0,83.4,23.2,42.7,57.7,0.0,0.3,0.1,0.1,0.1
2022-03-06,60.4,72.4,22.6,34.9,48.3,0.0,0.2,0.0,0.0,0.1
2022-03-13,53.7,69.8,21.2,33.0,43.6,0.0,0.2,0.0,0.0,0.1
2022-03-20,56.3,78.0,23.6,40.2,49.5,0.0,0.1,0.0,0.0,0.1
2022-03-27,64.3,78.3,20.2,35.4,52.2,0.0,0.0,0.0,0.0,0.0
2022-04-03,63.6,76.9,22.4,36.4,51.3,0.0,0.0,0.0,0.0,0.0
2022-04-10,60.4,69.0,17.7,33.7,46.4,0.0,0.0,0.0,0.0,0.0
2022-04-17,66.5,76.2,23.3,36.3,49.4,0.0,0.0,0.0,0.0,0.0
2022-04-24,64.0,70.8,21.5,38.0,60.9,0.0,0.0,0.0,0.0,0.0
2022-05-01,62.7,72.8,21.2,36.0,63.9,0.0,0.0,0.0,0.0,0.0
2022-05-08,60.8,71.2,19.5,37.0,57.5,0.0,0.0,0.0,0.0,0.0
2022-05-15,57.2,67.7,20.2,32.9,53.5,0.0,0.0,0.0,0.0,0.0
2022-05-22,46.4,66.9,21.2,33.9,52.3,0.0,0.0,0.0,0.0,0.0
2022-05-29,45.3,64.8,20.2,32.8,43.6,0.0,0.0,0.0,0.0,0.0
2022-06-05,46.8,65.4,20.8,32.6,45.1,0.0,0.0,0.0,0.0,0.0
2022-06-12,50.4,61.7,17.6,31.4,43.8,0.0,0.0,0.0,0.0,0.0
2022-06-19,41.3,67.5,20.9,32.9,41.3,0.0,0.0,0.0,0.0,0.0
2022-06-26,42.6,68.3,19.5,30.0,43.2,0.0,0.0,0.0,0.0,0.0
2022-07-03,45.6,68.3,19.9,27.4,39.6,0.0,0.0,0.0,0.0,0.0
2022-07-10,41.6,67.2,18.8,33.0,43.8,0.0,0.0,0.0,0.0,0.0
2022-07-17,42.2,70.2,18.9,33.5,41.9,0.0,0.0,0.0,0.0,0.0
2022-07-24,43.5,66.6,20.9,33.7,40.3,0.0,0.0,0.0,0.0,0.0
2022-07-31,43.6,72.1,18.0,33.5,42.8,0.0,0.0,0.0,0.0,0.0
2022-08-07,41.5,74.0,18.6,37.4,39.9,0.0,0.0,0.0,0.0,0.0
2022-08-14,41.6,68.5,18.9,34.0,45.2,0.0,0.0,0.0,0.0,0.0
2022-08-21,40.5,73.1,18.6,34.9,46.6,0.0,0.0,0.0,0.0,0.0
2022-08-28,42.7,67.7,20.6,36.4,44.1,0.0,0.0,0.0,0.0,0.0
2022-09-04,42.5,66.9,20.2,36.2,42.4,0.0,0.0,0.0,0.0,0.0
2022-09-11,47.6,69.1,20.2,35.7,43.5,0.0,0.0,0.0,0.0,0.0
2022-09-18,59.7,70.1,22.0,34.5,49.5,0.0,0.0,0.0,0.0,0.0
2022-09-25,51.4,67.2,20.2,34.2,50.0,0.0,0.0,0.0,0.0,0.0
2022-10-02,53.4,73.1,23.8,38.3,52.7,0.0,0.0,0.0,0.0,0.0
2022-10-09,49.1,74.7,21.3,40.4,58.4,0.0,0.0,0.0,0.0,0.0
2022-10-16,46.1,71.9,20.1,35.4,49.2,0.0,0.0,0.0,0.0,0.0
2022-10-23,51.5,72.9,22.1,35.2,50.7,0.0,0.0,0.0,0.0,0.0
2022-10-30,53.6,68.9,21.7,37.4,52.2,0.0,0.0,0.0,0.0,0.0
2022-11-06,52.7,69.8,21.0,39.0,44.7,0.0,0.0,0.0,0.0,0.0
2022-11-13,53.2,70.0,22.0,32.3,49.6,0.0,0.0,0.0,0.0,0.0
2022-11-20,41.7,58.1,22.6,24.2,35.5,0.0,0.0,0.0,0.0,0.0
2022-11-27,51.7,66.8,21.7,34.2,51.3,0.0,0.0,0.0,0.0,0.0
2022-12-04,56.5,70.6,21.4,31.1,51.8,0.0,0.0,0.0,0.0,0.0
2022-12-11,58.4,62.1,23.2,35.3,42.3,0.0,0.0,0.0,0.0,0.0
2022-12-18,44.0,62.5,20.0,26.8,34.7,0.0,0.0,0.0,0.0,0.0
2022-12-25,32.3,62.1,16.2,24.3,28.4,0.0,0.0,0.0,0.0,0.0
2023-01-01,43.6,71.1,19.9,32.6,40.1,0.0,0.0,0.0,0.0,0.0
